ITEM DESCRIPTION,FINISH / COLOR,PART NUMBER,SECTION,APPLICATION,MANUFACTURER,VENDOR,STANDARD / OPTION,option type,QTY,PRICE EACH,PRICE TOTAL
"Hydraulic Hose - 28-1/4""",,,Final Rigging (BOAT) - OPTION,W / Twin Engine,Goodyear,Goodyear,OPTION,dual engine,1,$132.04,$132.04
"Hydraulic Hose - 27""",,,Final Rigging (BOAT) - OPTION,W / Twin Engine,Goodyear,Goodyear,OPTION,dual engine,1,$130.82,$130.82
"Hydraulic Hose 28-1/2""",,,Final Rigging (BOAT) - OPTION,W / Twin Engine,Goodyear,Goodyear,OPTION,dual engine,1,$133.24,$133.24
"Hydraulic Hose - 34""",,,Final Rigging (BOAT) - OPTION,W / Twin Engine,Goodyear,Goodyear,OPTION,dual engine,1,$134.44,$134.44
"Aluminum Plate - 38"" x 6"" x 1/2""",,,Final Rigging (BOAT) - OPTION,"W / Twin Engine
backing plate for twin jp",Dan Kuntz,Dan Kuntz,OPTION,dual engine,1,$96.00,$96.00
"Powder Coat - Aluminum Plate - 38"" x 6"" x 1/2""",WHITE,,Final Rigging (BOAT) - OPTION,W / Twin Engine,GG Schmitt,GG Schmitt,OPTION,dual engine,1,$25.00,$25.00
"Powder Coat - Aluminum Plate - 38"" x 6"" x 1/2""",TEX WHITE,,Final Rigging (BOAT) - OPTION,W / Twin Engine,GG Schmitt,GG Schmitt,OPTION,dual engine,1,$25.00,$25.00
"Powder Coat - Aluminum Plate - 38"" x 6"" x 1/2""",BLACK,,Final Rigging (BOAT) - OPTION,W / Twin Engine,GG Schmitt,GG Schmitt,OPTION,dual engine,1,$25.00,$25.00
"Powder Coat - Aluminum Plate - 38"" x 6"" x 1/2""",TEX BLACK,,Final Rigging (BOAT) - OPTION,W / Twin Engine,GG Schmitt,GG Schmitt,OPTION,dual engine,1,$25.00,$25.00
"Aluminum Plate - 30"" x 10"" x 1/2""",,,Final Rigging (BOAT) - OPTION,"W / Twin Engine
backing plate for twin jp",Dan Kuntz,Dan Kuntz,OPTION,dual engine,1,$80.00,$80.00
"Powder Coat - Aluminum Plate - 30"" x 10"" x 1/2""",WHITE,,Final Rigging (BOAT) - OPTION,W / Twin Engine,GG Schmitt,GG Schmitt,OPTION,dual engine,1,$30.00,$30.00
"Powder Coat - Aluminum Plate - 30"" x 10"" x 1/2""",TEX WHITE,,Final Rigging (BOAT) - OPTION,W / Twin Engine,GG Schmitt,GG Schmitt,OPTION,dual engine,1,$30.00,$30.00
"Powder Coat - Aluminum Plate - 30"" x 10"" x 1/2""",BLACK,,Final Rigging (BOAT) - OPTION,W / Twin Engine,GG Schmitt,GG Schmitt,OPTION,dual engine,1,$30.00,$30.00
"Powder Coat - Aluminum Plate - 30"" x 10"" x 1/2""",TEX BLACK,,Final Rigging (BOAT) - OPTION,W / Twin Engine,GG Schmitt,GG Schmitt,OPTION,dual engine,1,$30.00,$30.00
MtoS Dual Verado W / Plate,WHITE,PKD-MTOS-VER-WT,Final Rigging (BOAT) - OPTION,W / Twin Engine,JL Marine / Power Pole,JL Marine / Power Pole,OPTION,dual engine,1,$119.99,$119.99
"Power Pole Blade , CMS2 OEM - 8'",WHITE,OE-BLS-8-WT,Final Rigging (BOAT),color dpenedent,JL Marine / Power Pole,JL Marine / Power Pole,STANDARD,,1,"$1,539.99","$1,539.99"
"Power Pole Blade , CMS2 OEM - 8'",WHITE,OE-BLS-8-WT,Final Rigging (BOAT) - OPTION,2nd Power Pole,JL Marine / Power Pole,JL Marine / Power Pole,OPTION,2nd power pole,1,"$1,539.99","$1,539.99"
"Power Pole Blade , CMS2 OEM - 8'",BLACK,OE-BLS-8-BK,Final Rigging (BOAT),color dpenedent,JL Marine / Power Pole,JL Marine / Power Pole,STANDARD,,1,"$1,539.99","$1,539.99"
"Power Pole Blade , CMS2 OEM - 8'",BLACK,OE-BLS-8-BK,Final Rigging (BOAT) - OPTION,2nd Power Pole,JL Marine / Power Pole,JL Marine / Power Pole,OPTION,2nd power pole,1,"$1,539.99","$1,539.99"
"Power Pole Blade , CMS2 OEM - 10'",WHITE,OE-BLS-10-WHT,Final Rigging (BOAT) - OPTION,,JL Marine / Power Pole,JL Marine / Power Pole,OPTION,2nd power pole,1,"$1,609.99","$1,609.99"
"Power Pole Blade , CMS2 OEM - 10'",WHITE,OE-BLS-10-WHT,Final Rigging (BOAT) - OPTION,2nd Power Pole,JL Marine / Power Pole,JL Marine / Power Pole,OPTION,2nd power pole,1,"$1,609.99","$1,609.99"
"Power Pole Blade , CMS2 OEM - 10'",BLACK,OE-BLS-10-BLK,Final Rigging (BOAT) - OPTION,,JL Marine / Power Pole,JL Marine / Power Pole,OPTION,2nd power pole,1,"$1,609.99","$1,609.99"
"Power Pole Blade , CMS2 OEM - 10'",BLACK,OE-BLS-10-BLK,Final Rigging (BOAT) - OPTION,2nd Power Pole,JL Marine / Power Pole,JL Marine / Power Pole,OPTION,2nd power pole,1,"$1,609.99","$1,609.99"
OEM Power Pole 1 Pump Kit (One Pump and (2) 10' Power Poles),WHITE,PP-2-BLS-10-WT,Final Rigging (BOAT) - OPTION,Only doing at specific customer request,JL Marine / Power Pole,JL Marine / Power Pole,OPTION,2nd power pole,1,"$3,219.99","$3,219.99"
OEM Power Pole 1 Pump Kit (One Pump and (2) 10' Power Poles),BLACK,PP-2-BLS-10-BLK,Final Rigging (BOAT) - OPTION,Only doing at specific customer request,JL Marine / Power Pole,JL Marine / Power Pole,OPTION,2nd power pole,1,"$3,219.99","$3,219.99"
Dual Braced Kit for Power Pole,WHITE,PKBD-S-2-2-WT,Final Rigging (BOAT) - OPTION,,JL Marine / Power Pole,JL Marine / Power Pole,OPTION,2nd power pole,1,$264.59,$264.59
Dual Braced Kit for Power Pole,BLACK,PKBD-S-2-2-BK,Final Rigging (BOAT) - OPTION,,JL Marine / Power Pole,JL Marine / Power Pole,OPTION,2nd power pole,1,$239.39,$239.39
Extension Kit - 3' Hose,,HOSE-EXT-KT-3,Final Rigging (BOAT) - OPTION,"used if we put both pumps on one side
typically we put both on the port side
usually we move becaus washdown retractable hose reel",JL Marine / Power Pole,JL Marine / Power Pole,OPTION,2nd power pole,1,$29.99,$29.99
"Grab Handle - 6"" Long W / Stud, SS",,357FSTUD,Final Rigging (BOAT),"2 go on rear bench seat area on por and stbd
2 go in drop in bucket on port and stbd
color dependent",Midwest Marine,Midwest Marine,STANDARD,,4,$33.90,$135.60
"Powder Coat - 6"" Grab Bar W / Stud",WHITE,GP00009WHT,Final Rigging (BOAT),,GG Schmitt,GG Schmitt,STANDARD,,4,$10.00,$40.00
"Powder Coat - 6"" Grab Bar W / Stud",TEX WHITE,GP00009TWHT,Final Rigging (BOAT),,GG Schmitt,GG Schmitt,STANDARD,,4,$10.00,$40.00
"Powder Coat - 6"" Grab Bar W / Stud",BLACK,GP00009BLK,Final Rigging (BOAT),,GG Schmitt,GG Schmitt,STANDARD,,4,$10.00,$40.00
"Powder Coat - 6"" Grab Bar W / Stud",TEX BLACK,GP00009TBLK,Final Rigging (BOAT),,GG Schmitt,GG Schmitt,STANDARD,,4,$10.00,$40.00
FWD SEATING UNDER HATCHES (3mm),26 OPEN,62432-,Final Rigging (BOAT),STANDARD,SeaDek,SeaDek,STANDARD,,1,$23.28,$23.28
UNDER HATCHES (3mm),26 OPEN,62433-,Final Rigging (BOAT),STANDARD,SeaDek,SeaDek,STANDARD,,1,$186.32,$186.32
REAR UNDER GUNNELS (LOGO) (6mm),26 OPEN,62435-,Final Rigging (BOAT),STANDARD,SeaDek,SeaDek,STANDARD,,1,$137.42,$137.42
SWIM STEPS PORT (6mm),26 OPEN,62443-,Final Rigging (BOAT),STANDARD,SeaDek,SeaDek,STANDARD,,1,$20.10,$20.10
CONSOLE  FOOT REST (6mm),26 OPEN,62445-,Final Rigging (BOAT),STANDARD,SeaDek,SeaDek,STANDARD,,1,$34.94,$34.94
HEAD AND HEAD STEPS (6mm),26 OPEN,62446-,Final Rigging (BOAT),STANDARD,SeaDek,SeaDek,STANDARD,,1,$86.90,$86.90
DASH PAD (23mm),26 OPEN,62529-,Final Rigging (BOAT),STANDARD,SeaDek,SeaDek,STANDARD,,1,$39.46,$39.46
REAR SEAT DAMMING STRIPS (6mm),26 OPEN,62903-,Final Rigging (BOAT),STANDARD,SeaDek,SeaDek,STANDARD,,1,$2.00,$2.00
COCKPIT FLOOR NO FWD SEATING (6mm),26 OPEN,62436-,Final Rigging (BOAT) - OPTION,NOT ON 26 OPEN WITH FORWARD SEATING,SeaDek,SeaDek,OPTION,seadek,1,$967.96,$967.96
COCKPIT FLOOR (6mm),26 OPEN,62437-,Final Rigging (BOAT) - OPTION,"26O w/ FS - 20"" LP and no Dual Scupper",SeaDek,SeaDek,OPTION,seadek,1,$795.72,$795.72
DUAL SCUPPER FLOOR OPTION (6mm),26 OPEN,62438-,Final Rigging (BOAT) - OPTION,"20"" LP AND Dual Scupper - Back 2 Pcs, Ordered with 62437",SeaDek,SeaDek,OPTION,seadek,1,$139.62,$139.62
COCKPIT FLOOR (CUSTOM LEANING POST) (6mm),26 OPEN,62524-,Final Rigging (BOAT) - OPTION,"21"" LP and Dual Scuppers",SeaDek,SeaDek,OPTION,seadek,1,$795.72,$795.72
FWD SEATING (6mm),26 OPEN,62439-,Final Rigging (BOAT) - OPTION,If SeaDek on Forward Seating is Selected,SeaDek,SeaDek,OPTION,seadek,1,$286.24,$286.24
FWD SEATING INSERT(6mm),26 OPEN,62441-,Final Rigging (BOAT) - OPTION,If Center Filler Option is Selected,SeaDek,SeaDek,OPTION,seadek,1,$125.62,$125.62
FWD SEATING UNDER INSERT (6mm),26 OPEN,62505-,Final Rigging (BOAT) - OPTION,If Center Filler Option is Selected,SeaDek,SeaDek,OPTION,seadek,1,$101.56,$101.56
FWD UNDER GUNNELS (6mm),26 OPEN,62434-,Final Rigging (BOAT) - OPTION,If Forward Under Gunnel Option is Selected,SeaDek,SeaDek,OPTION,seadek,1,$109.24,$109.24
UPPER STATION (6mm),26 OPEN,62440-,Final Rigging (BOAT) - OPTION,If Half Tower is Selected,SeaDek,SeaDek,OPTION,seadek,1,$40.76,$40.76
HELM WITH LASER LOGO (6mm),26 OPEN,62442-,Final Rigging (BOAT) - OPTION,If Cockpit Floor and NO helm mat  upgrade,SeaDek,SeaDek,OPTION,seadek,1,$56.50,$56.50
HELM WITH LASER LOGO (23mm),26 OPEN,62448-,Final Rigging (BOAT) - OPTION,If Helm Mat is Selected,SeaDek,SeaDek,OPTION,seadek,1,$91.52,$91.52
SWIM STEPS STBD (6mm),26 OPEN,62444-,Final Rigging (BOAT) - OPTION,If 2nd Dive Platform is Selected,SeaDek,SeaDek,OPTION,seadek,1,$20.10,$20.10
"42"" RULER (6mm)",26 OPEN,62463-,Final Rigging (BOAT) - OPTION,"If 42"" Ruler is Selected",SeaDek,SeaDek,OPTION,seadek,1,$27.18,$27.18
"60"" RULER (6mm)",26 OPEN,62506-,Final Rigging (BOAT) - OPTION,"If 60"" Ruler is Selected",SeaDek,SeaDek,OPTION,seadek,1,$34.18,$34.18
BOLSTERS (23mm),26 OPEN,62527-,Final Rigging (BOAT) - OPTION,If Bolsters is Selected,SeaDek,SeaDek,OPTION,seadek,1,$257.62,$257.62
CASTING PLATFORM (6mm),26 OPEN,62629-,Final Rigging (BOAT) - OPTION,If Casting Platform is Selected,SeaDek,SeaDek,OPTION,seadek,1,$35.94,$35.94
CONSOLE STEP-UP (6mm),26 OPEN,62672-,Final Rigging (BOAT) - OPTION,"If 6"" Grab is Swapped with SeaDek Step",SeaDek,SeaDek,OPTION,seadek,1,$4.58,$4.58
HELM WITH LASER LOGO (CUSTOM LEANING POST),26 OPEN,62528-,Final Rigging (BOAT) - OPTION,OBSOLETE,SeaDek,SeaDek,OPTION,seadek,1,$109.02,$109.02
"90* Elbow - 1/4"" NPT x 3/8"" Hose Barb",BLACK,62036,Final Rigging (BOAT),"Rod Holder Drains W / Pump Box
these goe on the rod holders that are in the pump boxes to allow a hose to drain thru the box and not fill with water",US Plastics,US Plastics,STANDARD,,2,$0.73,$1.46
"Adapter - 3/8"" Hose Barbx 1/4"" MPT",BLACK,64797,Final Rigging (BOAT),this is what gets installed onto the b ottom of the pump boxes to conncet the drain hose,US Plastics,US Plastics,STANDARD,,2,$0.61,$1.22
"Impact Drain / Push In Drain - 3/8""",WHITE,PD-2,Final Rigging (BOAT),"these go in the rear bench seat area in the very back to allow water to drain
color dependent",William F. Miller,William F. Miller,STANDARD,,2,$0.58,$1.16
"Impact Drain / Push In Drain - 3/8""",BLACK,PD-1,Final Rigging (BOAT),"these go in the rear bench seat area in the very back to allow water to drain
color dependent",William F. Miller,William F. Miller,STANDARD,,2,$0.58,$1.16
"Impact Drain - 1""",WHITE,IPD-1002,Final Rigging (BOAT),"these go inside the drop in bucket for drians
color dependent",William F. Miller,William F. Miller,STANDARD,,2,$2.01,$4.02
"Impact Drain - 1""",BLACK,IPD-1000,Final Rigging (BOAT),"these go inside the drop in bucket for drians
color dependent",William F. Miller,William F. Miller,STANDARD,,2,$2.01,$4.02
Washdown Pump - Hotshot HD4,,JA Q401J-118N-3A,Final Rigging (BOAT),this goes in the stbd pump box for the wash down weather it is salt only or salt and fresh,Depco,Depco,STANDARD,,1,$152.47,$152.47
"Washdown Fittings - 90* 3/4""",BLACK,20381-010,Final Rigging (BOAT),these go into the pump to allow the hosese to connect and go vertical,Depco,Depco,STANDARD,,2,$2.22,$4.43
Hose Clamp #8,,HF08SS,Final Rigging (BOAT),"1 goes to the inlet of the washdown
1 goes to the output",Florida Industrial Supplies,Florida Industrial Supplies,STANDARD,,2,$0.93,$1.86
"Y-Valve - 3/4"" ",,902017,Final Rigging (BOAT) - OPTION,"W / Fresh Water Washdown
this allows you to switch the water source pre pump so it can be salt or fresh with 1 pump",William F. Miller,William F. Miller,OPTION,fresh water,1,$33.67,$33.67
Hose Clamp #8,ss,HF08SS,Final Rigging (BOAT) - OPTION,1 on each side of the y valve,Florida Industrial Supplies,Florida Industrial Supplies,OPTION,fresh water,3,$0.93,$2.79
Retractable Washdown Hose Reel Assembly,,235-88,Final Rigging (BOAT) - OPTION,"* PER CUSTOMER REQUEST
goes in the stbd pump box",Eddie Marine,Eddie Marine,OPTION,retractable hose reel,1,$219.00,$219.00
Bracket - Edge Mount,,60511,Final Rigging (BOAT) - OPTION,"W/ Retractable Washdown
the only bracke thtat fits for our setup",Glendinning,Glendinning,OPTION,retractable hose reel,1,$10.06,$10.06
Shower Sprayer &Thru Hull Fitting,,99582-DK,Final Rigging (BOAT) - OPTION,"W/ Retractable Washdown
we only use the thruhull and then swap to the plastic sprayer",Glendinning,Glendinning,OPTION,retractable hose reel,1,$114.30,$114.30
Deck Wash Sprayer,,99593-DW,Final Rigging (BOAT) - OPTION,"W/ Retractable Washdown
what we replace the stainless one with",Glendinning,Glendinning,OPTION,retractable hose reel,1,$27.23,$27.23
"90* Elbow - 1/2"" FPT x 3/4"" Hose Barb",,3EL1234F,Final Rigging (BOAT) - OPTION,"W/ Retractable Washdown
this goes on the retractable hose reel to hook up the hose to the pump",Spray Smarter,Spray Smarter,OPTION,retractable hose reel,1,$2.30,$2.30
Hose Clamp #8,,HF08SS,Final Rigging (BOAT) - OPTION,"W/ Retractable Washdown
goes on the 90 fitting on the hose reel",Florida Industrial Supplies,Florida Industrial Supplies,OPTION,retractable hose reel,1,$0.93,$0.93
Electric Reel Plug - Locking Receptacle,YELLOW,HUBHBL328DCR,Final Rigging (BOAT) - OPTION,these can go anywhere in the boat but typicaly in a box under the gunnels,Hooker Pumps,Hooker Pumps,OPTION,reel plug,1,$39.99,$39.99
Cover Plate - White,WHITE,HBL74CM25WOAW,Final Rigging (BOAT) - OPTION,these are for the boxes for the reel plugs,Hooker Pumps,Hooker Pumps,OPTION,reel plug,1,$54.36,$54.36
Box - Electric Reel Plug,GREY,HBL6083,Final Rigging (BOAT) - OPTION,these hold the reel plug recepticals,Hooker Pumps,Hooker Pumps,OPTION,reel plug,1,$43.99,$43.99
Revolving Lock Rod Hager,,F19-0006-1,Final Rigging (BOAT),these go behid the rod lockers under the gunnels and are used in conjunction with the rod grommets in the rod lockers,Taco Metals,Taco Metals,STANDARD,,4,$17.15,$68.60
"Swim Platform Ladder - Ladder Undermount, 3 STP 11-3/4"" Wide",WHITE,L02F3200W,Final Rigging (BOAT),"these go under the swimplatforms
color depenedent",GG Schmitt,GG Schmitt,STANDARD,,1,$531.66,$531.66
"Swim Platform Ladder - Ladder Undermount, 3 STP 11-3/4"" Wide",BLACK,L02F3200B,Final Rigging (BOAT),"these go under the swimplatforms
color depenedent",GG Schmitt,GG Schmitt,STANDARD,,1,$565.90,$565.90
Rhino Strap,BLACK,SOFT4PACK-BLK,Final Rigging (BOAT),"W / Swim Platform
this goes on the d-ring to the trailer to keep the powdercoat from getting messed up",Amazon ,Amazon ,STANDARD,,1,$3.41,$3.41
"Swim Platform Ladder - Ladder Undermount, 3 STP 11-3/4"" Wide",WHITE,L02F3200W,Final Rigging (BOAT) - OPTION,"these go under the swimplatforms
color depenedent",GG Schmitt,GG Schmitt,OPTION,swim ladder,1,$531.66,$531.66
"Swim Platform Ladder - Ladder Undermount, 3 STP 11-3/4"" Wide",BLACK,L02F3200B,Final Rigging (BOAT) - OPTION,"these go under the swimplatforms
color depenedent",GG Schmitt,GG Schmitt,OPTION,swim ladder,1,$565.90,$565.90
Rhino Strap,BLACK,SOFT4PACK-BLK,Final Rigging (BOAT) - OPTION,"W / Swim Platform
this goes on the d-ring to the trailer to keep the powdercoat from getting messed up",Amazon ,Amazon ,OPTION,swim ladder,1,$3.41,$3.41
Trailer - 26 Basic Trailer,,BBW0036,Final Rigging (BOAT),,AmeraTrail,AmeraTrail,STANDARD,,1,"$9,038.00","$9,038.00"
Trailer - 26 Deluxe Trailer,,BBW0037,Final Rigging (BOAT) - OPTION,,AmeraTrail,AmeraTrail,OPTION,trailer,1,"$12,479.00","$12,479.00"
"Speakers - 8.8"" Sport Grill - Gloss White",,010-03545-00,Final Rigging (BOAT),"2 go in the front of the boat
either in the fwd seating or forward steps on a non fwd seat boat
color dpendent",JL Audio,Garmin,STANDARD,,2,$163.03,$326.06
"Speakers - 8.8"" Sport Grill - Gunmetal / Titanium",,010-03544-00,Final Rigging (BOAT),"2 go in the front of the boat
either in the fwd seating or forward steps on a non fwd seat boat
color dpendent",JL Audio,Garmin,STANDARD,,2,$164.27,$328.54
"Speakers - 7.7"" Sport Grill - Gloss White",,010-03531-00,Final Rigging (BOAT) - OPTION,"Under Gunnel Speakers - FWD
these go in the undergunnel spkr boxes and in the fron they are usually a 2nd pair
color dependent",JL Audio,Garmin,OPTION,upgrade stereo,2,$119.30,$238.60
"Speakers - 7.7"" Sport Grill - Gloss White",,010-03531-00,Final Rigging (BOAT) - OPTION,"Under Gunnel Speakers - AFT
these go in the undergunnel spkr boxes and in the back they are usually a 1st pair
color dependnet",JL Audio,Garmin,OPTION,upgrade stereo,2,$119.30,$238.60
"Speakers - 7.7"" Sport Grill - Gunmetal / Titanium",,010-03530-00,Final Rigging (BOAT) - OPTION,"Under Gunnel Speakers - FWD
these go in the undergunnel spkr boxes and in the fron they are usually a 2nd pair
color dependent",JL Audio,Garmin,OPTION,upgrade stereo,2,$119.30,$238.60
"Speakers - 7.7"" Sport Grill - Gunmetal / Titanium",,010-03530-00,Final Rigging (BOAT) - OPTION,"Under Gunnel Speakers - AFT
these go in the undergunnel spkr boxes and in the back they are usually a 1st pair
color dependnet",JL Audio,Garmin,OPTION,upgrade stereo,2,$119.30,$238.60
Anchor - 18# Sea Claw,,#18 Sea Claw 18 x 17,Final Rigging (BOAT) - OPTION,typical anchor used,Sea Claw,Sea Claw,OPTION,anchor,1,$228.00,$228.00
"Anchor Chain - 4' Long, 12lbs",,7-1520,Final Rigging (BOAT) - OPTION,typical chain used,Donovan Marine,Donovan Marine,OPTION,anchor,1,$61.10,$61.10
"Anchor Rope - 1/2"" x 150'",,8S12150WH,Final Rigging (BOAT) - OPTION,typical anchor rope used,West Marine,West Marine,OPTION,anchor,1,$92.98,$92.98
Anchor/Seat chaulks (one hole),,,Final Rigging (BOAT),we can add second hole never order 2 holes again,,Waterway Systems,STANDARD,,4,,
Release Forward Seat Covers / Sleeves,,,Final Rigging (BOAT) - OPTION,covers,Relase Marine,Release Marine ,OPTION,covers,1,,$0.00
Engine Cover,STD GREY,BBW0105,Final Rigging (BOAT) - OPTION,covers,KTM,KTM,OPTION,covers,1,$210.00,$210.00
Full Cover,STD GREY,BBW0101,Final Rigging (BOAT) - OPTION,covers,KTM,KTM,OPTION,covers,1,"$2,445.00","$2,445.00"
Combo Leaning Post / Console Cover,STD GREY,BBW0100,Final Rigging (BOAT) - OPTION,covers,KTM,KTM,OPTION,covers,1,"$1,180.00","$1,180.00"
Upper Station Cover,STD GREY,BBW0103,Final Rigging (BOAT) - OPTION,covers,KTM,KTM,OPTION,covers,1,$510.00,$510.00
Forward Shade,STD GREY,BBW0110,Final Rigging (BOAT) - OPTION,Forawrd shade,KTM ,KTM ,OPTION,shade,1,$775.00,$775.00
Poles For Forward Shade,SS,SS-60,Final Rigging (BOAT) - OPTION,used for the forward shade,Midwest Marine,Midwest Marine,OPTION,shade,4,$559.16,"$2,236.64"
Sockets For Forward Shade Poles,SS,SS-CAP,Final Rigging (BOAT) - OPTION,put on the deck cap for the forward shade 2 in the fron port and stbd 2 back a bit port and stbd,Midwest Marine,Midwest Marine,OPTION,shade,4,$79.14,$316.56
Rear Shade,STD GREY,BBW0111,Final Rigging (BOAT) - OPTION,rear chade,KTM,KTM,OPTION,shade,1,$575.00,$575.00
Poles For Rear Shade,SS,SS-60,Final Rigging (BOAT) - OPTION,used for the rear shade,Midwest Marine,Midwest Marine,OPTION,shade,2,$559.16,"$1,118.32"
Sockets For Rear Shade Poles,SS,SS-CAP,Final Rigging (BOAT) - OPTION,go in the back of the deck cap near the setback,Midwest Marine,Midwest Marine,OPTION,shade,2,$79.14,$158.28
Bulkhead Fitting W / Adapter,,31911-0000,Final Rigging (BOAT) - OPTION,"W / Engine Flush
this mounts on the back of the setback on the deck cap mirroring the water fill",Amazon,Amazon,OPTION,engine flush,1,$122.98,$122.98
"Quick Connector - 3/4"" Hose Barb",,,Final Rigging (BOAT) - OPTION,"W / Engine Flush
these are the garde hose threaded adapters for the hose",Amazon,Amazon,OPTION,engine flush,1,$3.45,$3.45
"90* Elbow - 1/2"" MPT x 1/2"" Hose Barb",,62043,Final Rigging (BOAT) - OPTION,"W / Engine Flush
this it the fitting on the bottom in the bilge area to connnect the hose to the enginel",US Plastic,US Plastic,OPTION,engine flush,1,$0.77,$0.77
Garmin GT30 / TM / Down / Side View,,010-01961-00,Final Rigging (BOAT) - OPTION,rear mount transducer that is mounted with a bracke to the JP,Garmin,Garmin,OPTION,down view transducer,1,$136.49,$136.49
Jackplate Bracket - Fits Garmin GT-30/TM,,TG-DS-VV-COMPLETE,Final Rigging (BOAT) - OPTION,this is the bracke that mounts to the JP for the transducer,Transducer Shield,Transducer Shield,OPTION,down view transducer,1,$112.71,$112.71
bigger of the 2 camshells we have,,,,check stockroom for the 2 its the bigger one,,,,down view transducer,1,,
Garmin GT30 / TH / Down / Side View Thru Hull Transducer,,010-01961-10,Final Rigging (BOAT) - OPTION,"W / Twin Engine
thru hulll version of normally used",Garmin,Garmin,OPTION,down view transducer,1,$477.74,$477.74
Garmin GT36UHD / TM / Down / Side View,,010-13072-00,Final Rigging (BOAT) - OPTION,rear mount transducer that is mounted with a bracke to the JP,Garmin,Garmin,OPTION,down view transducer,1,$324.99,$324.99
Livescope Plus System W / GLS 1- + Transducer,,010-02706-00,Final Rigging (BOAT) - OPTION,"LiveScope with GLS10 Sonar Unit - Needs Mount Too
If customer is getting Black Kraken, they can get the kraken with the livescope integrated",Garmin,Garmin,OPTION,down view transducer,1,"$1,189.99","$1,189.99"
Livescope Bulkhead Connector Kit,,010-13350-00,Final Rigging (BOAT) - OPTION,W / Livescope Transducer,Garmin,Garmin,OPTION,down view transducer,1,$29.24,$29.24
Livescope Transducer Extension Cable,,010-13350-02,Final Rigging (BOAT) - OPTION,W / Livescope Transducer,Garmin,Garmin,OPTION,down view transducer,1,$97.49,$97.49
"HD Transducer, Active Imaging 2-in-1",,000-16063-001,Final Rigging (BOAT) - OPTION,,Navico,Navico,OPTION,down view transducer,1,$223.39,$223.39
Adapter - Wiring Block (Transducer),,000-13262-001,Final Rigging (BOAT) - OPTION,*USE IF ORDERED TRANSDUCER FROM GARMIN,Navico,Navico,OPTION,down view transducer,1,$270.92,$270.92
Transducer Shield - Simrad Active Imaging,,TD-AIHD-TS,Final Rigging (BOAT) - OPTION,,Transducer Shield,Transducer Shield,OPTION,down view transducer,1,$186.72,$186.72
Cable - Ethernet 15',,000-0127-29,Final Rigging (BOAT) - OPTION,,Navico,Navico,OPTION,,1,$37.34,$37.34
Cable - Ethernet 6',,000-0127-51,Final Rigging (BOAT) - OPTION,,Navico,Navico,OPTION,,1,$22.40,$22.40
HS75 GPS Compass,,000-16143-001,Final Rigging (BOAT) - OPTION,Simrad,Navico,Navico,OPTION,,1,"$1,826.51","$1,826.51"
Surface Mount Kit - HS75,,000-15687-001,Final Rigging (BOAT) - OPTION,Simrad,Navico,Navico,OPTION,,1,$107.96,$107.96
Plug Kit - Trolling Motor,,027-0004-KIT,Final Rigging (BOAT) - OPTION,"W / Trolling Motor
this is what we mount to the TM and the boat to make it removable",Amazon,Amazon,OPTION,troll motor,1,$124.95,$124.95
RAM Double Socket Arm - C Size Medium,,RAM-201U,Final Rigging (BOAT) - OPTION,W / Terrova,CWR Distribution,CWR Distribution,OPTION,troll motor,1,$19.01,$19.01
RAM Double Socket Arm - C Size Long,,RAM-201U-D,Final Rigging (BOAT) - OPTION,W / Quest Trolling Motor,CWR Distribution,CWR Distribution,OPTION,troll motor,1,$54.49,$54.49
"RAM Round Plate W / Ball - 2-1/2"" Diameter Base",,RAM-202U,Final Rigging (BOAT) - OPTION,this is the ball mount we attatch to the deck on the port sidein the fron to hold the TM,CWR Distribution,CWR Distribution,OPTION,troll motor,1,$11.73,$11.73
"RAM Tough - Claw W / 1-1/2"" Diameter Ball",,RAP-400U,Final Rigging (BOAT) - OPTION,this is the claw we can use to secure the TM,CWR Distribution,CWR Distribution,OPTION,troll motor,1,$27.91,$27.91
Trolling Motor - MinnKota Riptide Terrova ,WHITE,1363791,Final Rigging (BOAT) - OPTION,,Johnson Outdoors,Johnson Outdoors,OPTION,troll motor,1,"$2,409.16","$2,409.16"
Trolling Motor - MinnKota Instinct Quest Brushless,WHITE,1358561,Final Rigging (BOAT) - OPTION,,Johnson Outdoors,Johnson Outdoors,OPTION,troll motor,1,"$3,453.08","$3,453.08"
Trolling Motor - MinnKota Instinct Quest Brushless,BLACK,1358581,Final Rigging (BOAT) - OPTION,,Johnson Outdoors,Johnson Outdoors,OPTION,troll motor,1,"$3,453.08","$3,453.08"
Trolling Motor - MinnKota Riptide Terrova Quest Brushless,WHITE,1363901,Final Rigging (BOAT) - OPTION,,Johnson Outdoors,Johnson Outdoors,OPTION,troll motor,1,"$3,859.74","$3,859.74"
Trolling Motor - MinnKota Riptide Terrova Quest Brushless,BLACK,1363911,Final Rigging (BOAT) - OPTION,,Johnson Outdoors,Johnson Outdoors,OPTION,troll motor,1,"$2,859.74","$2,859.74"
"Trolling Motor - Power Pole MOVE Pivot 72"", 36V",WHITE,MV-PV-72-WT,Final Rigging (BOAT) - OPTION,Includes Quick Release Bracket,JL Marine / Power Pole,JL Marine / Power Pole,OPTION,troll motor,1,"$4,143.99","$4,143.99"
